Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
RH RENOVATION;NOT_FOUND;https://www.google.com/url?q=http://rhrenovation.be/&opi=79508299&sa=U&ved=0ahUKEwjWuPy88eqRAxUtR_4FHXRKBHEQ61gIDigK&usg=AOvVaw09evWWbe-at9UwI0Ggd2o3;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Philippe Lambermont SPRL;Numéro de téléphone: 04 253 34 64;https://www.google.com/url?q=https://www.phlambermont.be/&opi=79508299&sa=U&ved=0ahUKEwizzafJ8eqRAxWQ4wIHHQpMB7cQ61gIEigO&usg=AOvVaw1xXoSTVURQUX6v_wQ9gsmN;lambermont@skynet.be;NON;OUI;Webflow;UNKNOWN
Débouchage-Victor;Numéro de téléphone: 0484 86 49 04;https://www.google.com/url?q=http://www.debouchage-victor.be/&opi=79508299&sa=U&ved=0ahUKEwi_lLzM8eqRAxVS9AIHHafkD54Q61gIEigO&usg=AOvVaw3cEeVWlIwkcRhblyJgBHJY;info@debouchage-victor.be;NON;OUI;NOT_FOUND;UNKNOWN
Débouchage Liège;Numéro de téléphone: 0497 36 91 51;https://www.google.com/url?q=http://www.xn--dbouchage-lige-6jbe.be/&opi=79508299&sa=U&ved=0ahUKEwilvODQ8eqRAxW2wAIHHbtaGOcQ61gIEigO&usg=AOvVaw2_b8deVuPa3x_YLTZhA9ch;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
A-Bar Plomberie;Numéro de téléphone: 0475 47 40 18;https://www.google.com/url?q=https://www.a-barplomberieliege.be/&opi=79508299&sa=U&ved=0ahUKEwirlIrU8eqRAxXV2gIHHba5B9YQ61gIEigO&usg=AOvVaw22gB5ZOD-90aYV1GE7WxSP;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;NON;OUI;Wix;UNKNOWN
Les Bons Tuyaux;Numéro de téléphone: 0492 88 90 47;https://www.google.com/url?q=https://lesbonstuyauxliege.be/&opi=79508299&sa=U&ved=0ahUKEwjthtrW8eqRAxW1Rv4FHShlAKgQ61gIEigO&usg=AOvVaw1CoiSPZnJDaC8xQSuPYoSS;contact@lesbonstuyauxliege.be;NON;OUI;WordPress;UNKNOWN
Snoeck & Fils;Numéro de téléphone: 04 343 33 40;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Jobé Chauffage Sprl;Numéro de téléphone: 04 361 16 74;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Débouchage 24h/24h Wallonie/ Plomberie/ Baticalor;Numéro de téléphone: 0493 96 57 02;https://www.google.com/url?q=https://www.facebook.com/baticalor.chauf.elec&opi=79508299&sa=U&ved=0ahUKEwilzpL18eqRAxWe4wIHHe9cAKIQ61gIEigO&usg=AOvVaw0AqRtDOHWcGN1TqZePllm0;NOT_FOUND;NON;OUI;Wix;UNKNOWN
DCS Concept;Numéro de téléphone: 0483 04 99 02;https://www.google.com/url?q=https://www.dcsconcept.be/&opi=79508299&sa=U&ved=0ahUKEwiO8c748eqRAxWT9gIHHfQvN0cQ61gIEigO&usg=AOvVaw2GUCTgWvUBjNdO5BzWo_Iy;infodcsconcept@gmail.co;NON;OUI;Wix;UNKNOWN
Débouchage Liégeois;Numéro de téléphone: 0494 58 11 35;https://www.google.com/url?q=https://www.debouchage-liege.be/&opi=79508299&sa=U&ved=0ahUKEwiJhbT78eqRAxXP2wIHHY6mM3gQ61gICSgF&usg=AOvVaw2vdL0_kXjhfqu23vlUiR65;info@debouchage-liege.be;NON;OUI;NOT_FOUND;UNKNOWN
Garcia Plombier Liège;Numéro de téléphone: 0494 30 80 03;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
SALAGACKI srl - Chauffage Sanitaire;Numéro de téléphone: 0470 96 63 02;https://www.google.com/url?q=http://salagacki.be/&opi=79508299&sa=U&ved=0ahUKEwjWm6CW8uqRAxUp3gIHHXY2FgsQ61gIEigO&usg=AOvVaw0HuNIOwsRd3RmIlXpR8SXr;info@salagacki.be;NON;OUI;NOT_FOUND;UNKNOWN
Verbrugge Guy et Fils;Numéro de téléphone: 04 343 84 12;https://www.google.com/url?q=http://www.verbruggeguy.be/&opi=79508299&sa=U&ved=0ahUKEwjB4IOa8uqRAxVz0gIHHXTfAYAQ61gIEigO&usg=AOvVaw2slXrDK5iM52zqjK12N-Uw;info@verbruggeguy.be;NON;OUI;WordPress;UNKNOWN
Semic Ltd, Plombier;Numéro de téléphone: 0492 58 58 68;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Home sanit;Numéro de téléphone: 04 225 98 76;https://www.google.com/url?q=http://www.facebook.com/homesnt/&opi=79508299&sa=U&ved=0ahUKEwjkuMKr8uqRAxWD0QIHHbFHAEMQ61gIEigO&usg=AOvVaw13iRknzJINTmSUNravIqDV;NOT_FOUND;NON;OUI;Wix;UNKNOWN
Debouchage à liège - Debouchage mertens;Numéro de téléphone: 0491 10 10 55;https://www.google.com/url?q=https://www.debouchagemertens.be/debouchage-liege/&opi=79508299&sa=U&ved=0ahUKEwjYoOCv8uqRAxV00QIHHUQZFW8Q61gICSgF&usg=AOvVaw0zC0Gz03UWAOLuroTWp0sU;Depannageurgent02@gmail.com;NON;OUI;WordPress;UNKNOWN
Loodgieter Vanaken;Numéro de téléphone: 0473 45 46 97;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Coulon Sani-Chauff;Numéro de téléphone: 0466 20 33 02;https://www.google.com/url?q=https://www.coulonsanichauff.be/&opi=79508299&sa=U&ved=0ahUKEwiRtNHS8uqRAxX2xAIHHeM2AqQQ61gIEigO&usg=AOvVaw0Ny-puwZNbqP-8FEDrxM0L;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;NON;OUI;Wix;UNKNOWN
Dépannage 24h/7j /Remise en conformité/ Installations électriques;Numéro de téléphone: 0470 41 03 44;https://www.google.com/url?q=http://one-conformity.com/&opi=79508299&sa=U&ved=0ahUKEwie9JzW8uqRAxXi3QIHHZE6Jx8Q61gIEigO&usg=AOvVaw2-D6RYQhBVq16oZTJysR17;NOT_FOUND;NON;OUI;WordPress;UNKNOWN
Energie et Confort;Numéro de téléphone: 04 383 51 11;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
