Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
ElamElec-Électricien-Bruxelles;Numéro de téléphone: 0493 43 03 55;https://www.google.com/url?q=https://www.elamelec-electricien-bruxelles.be/&opi=79508299&sa=U&ved=0ahUKEwjgw_rK3uiRAxU12gIHHR-iNrsQ61gICSgF&usg=AOvVaw1082BvWZ4P9kAOXUE8rpM4;info@elamelec-electricien-bruxelles.be;NON;OUI;WordPress;TRUE
CD ENGINEERING;Numéro de téléphone: 02 381 31 01;https://www.google.com/url?q=https://www.cd-engineering.be/&opi=79508299&sa=U&ved=0ahUKEwjsgYzY3uiRAxUw3AIHHWVKAvwQ61gIEigO&usg=AOvVaw3hK3gPozP2aeGv_SBcKWum;NOT_FOUND;NON;OUI;WordPress;TRUE
SnelPro Électricien 24h/7j;Numéro de téléphone: 0451 08 47 72;https://www.google.com/url?q=https://snelpro.be/&opi=79508299&sa=U&ved=0ahUKEwjlt5nb3uiRAxW6zwIHHV4DAXgQ61gIEigO&usg=AOvVaw09dSUzF69eHDaPBnoS3t5B;info@snelpro.be;NON;OUI;WordPress;TRUE
Belectric;Numéro de téléphone: 02 219 45 37;https://www.google.com/url?q=https://electricien-bruxelles.be/&opi=79508299&sa=U&ved=0ahUKEwicqZLf3uiRAxUx1wIHHZpjAGUQ61gIEigO&usg=AOvVaw0Mv5aH_Cx4xxGrlHskXM9P;NOT_FOUND;NON;OUI;WordPress;TRUE
DEPANELEC;Numéro de téléphone: 0499 30 13 24;https://www.google.com/url?q=http://www.depanelec.be/&opi=79508299&sa=U&ved=0ahUKEwiQzMTi3uiRAxVkRf4FHWDxAcoQ61gIEigO&usg=AOvVaw31TqToHmKwVIv6bHSnlGQ9;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Emrelec;Numéro de téléphone: 0486 18 13 55;https://www.google.com/url?q=https://emrelec.be/&opi=79508299&sa=U&ved=0ahUKEwj-48Dl3uiRAxXO2wIHHcHnE2EQ61gIEigO&usg=AOvVaw1Dhm5NWohIfXdGVIG6UtTR;info.emrelec@gmail.com;NON;OUI;WordPress;TRUE
Dania Tech;Numéro de téléphone: 0472 67 37 62;https://www.google.com/url?q=https://www.daniatech.be/&opi=79508299&sa=U&ved=0ahUKEwiYkpzo3uiRAxWy1QIHHR0wHXEQ61gIEigO&usg=AOvVaw2UhjPAvf35GmOWYGn25CWa;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
MS ELECTRIQUE;Numéro de téléphone: 0487 19 61 12;https://www.google.com/url?q=https://mselectrique.be/&opi=79508299&sa=U&ved=0ahUKEwj4lLrr3uiRAxVnRP4FHbNlAZMQ61gIEigO&usg=AOvVaw2XOcC2WQxNH-ZAb3M4G_je;mselectrique@outlook.be;NON;OUI;NOT_FOUND;TRUE
Azelec;Numéro de téléphone: 02 479 40 27;https://www.google.com/url?q=https://azelec.be/&opi=79508299&sa=U&ved=0ahUKEwjo8Jbv3uiRAxXz1AIHHZpZAQkQ61gIEigO&usg=AOvVaw35v3W8aYzIWufsHg7SBD9u;info@azelec.be;NON;OUI;WordPress;TRUE
Fetelectrique;Numéro de téléphone: 0485 55 80 62;https://www.google.com/url?q=http://fetelectrique.com/&opi=79508299&sa=U&ved=0ahUKEwj99Jzz3uiRAxWd2wIHHSUsBnkQ61gICSgF&usg=AOvVaw0Gjp9Y6PaqaNF8Rb16uBHr;info@fetelectrique.be;NON;OUI;WordPress;TRUE
DEFI ELEC;Numéro de téléphone: 02 660 45 01;https://www.google.com/url?q=http://defielec.be/&opi=79508299&sa=U&ved=0ahUKEwjvyISA3-iRAxXgwAIHHca9DrgQ61gIEigO&usg=AOvVaw2zA3KL152GuYZSxlOb2B1u;NOT_FOUND;NON;OUI;WordPress;TRUE
ELECTRO CONFORM : Électriciens Agréés en Belgique;NOT_FOUND;https://www.google.com/url?q=https://electroconform.be/&opi=79508299&sa=U&ved=0ahUKEwiaj9-C3-iRAxUr-QIHHQaNJfIQ61gIDigK&usg=AOvVaw3nu90FIh9P0D81tGVVCPVG;compta@electroconform.com;NON;OUI;WordPress;TRUE
MJ elec;Numéro de téléphone: 0496 38 39 40;https://www.google.com/url?q=https://mj-elec.be/&opi=79508299&sa=U&ved=0ahUKEwiS9I6Q3-iRAxVH2gIHHQl0GSoQ61gIEigO&usg=AOvVaw0UO-9tfX3AuH6H5ceuRCDv;contact@mj-elec.be;NON;OUI;WordPress;TRUE
Electricien Bruxelles - Electronord;Numéro de téléphone: 0484 89 01 06;https://www.google.com/url?q=https://www.entreprise-electricite.be/&opi=79508299&sa=U&ved=0ahUKEwiZnqKT3-iRAxVCzgIHHbq3BO4Q61gIEigO&usg=AOvVaw3s4xcb253DC5RHD0OuaUIi;info@electronord.be;NON;OUI;WordPress;TRUE
Benzelec;Numéro de téléphone: 0470 94 40 13;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Electricien Cédric Milan;Numéro de téléphone: 0474 84 02 38;https://www.google.com/url?q=https://www.electricite-milan.be/&opi=79508299&sa=U&ved=0ahUKEwix4KCk3-iRAxWz0wIHHd3EAewQ61gIEigO&usg=AOvVaw3fbnI16P7KywalH1kQSyya;milan@proximus.be;NON;OUI;NOT_FOUND;TRUE
Tech-Elec;Numéro de téléphone: 0472 12 21 71;https://www.google.com/url?q=http://www.tech-elec.be/&opi=79508299&sa=U&ved=0ahUKEwiPsfSn3-iRAxVk_AIHHeI0AUkQ61gIEigO&usg=AOvVaw1sdoQquETCyohY9hNC_Bkg;info@tech-elec.be;NON;OUI;WordPress;TRUE
Bruxelec;Numéro de téléphone: 0488 90 91 21;https://www.google.com/url?q=http://www.bruxelec.be/&opi=79508299&sa=U&ved=0ahUKEwjgwIyr3-iRAxWvzQIHHSpbBSsQ61gIEigO&usg=AOvVaw2IcxJhPU8wf3I3U6KthfuL;info@bruxelec.be;NON;OUI;Wix;TRUE
Elec-City;Numéro de téléphone: 0460 96 69 70;https://www.google.com/url?q=https://www.elec-city.be/&opi=79508299&sa=U&ved=0ahUKEwjhj_6u3-iRAxVCzgIHHZc3BMwQ61gIEigO&usg=AOvVaw2veUPYukj9yYwG1bLEUWEg;info@elec-city.be;NON;OUI;Wix;TRUE
